mets	metsNoComp	metBiGGID	metKEGGID	metHMDBID	metChEBIID	metPubChemID	metLipidMapsID	metEHMNID	metHepatoNET1ID	metRecon3DID	metMetaNetXID	metHMR2ID
"m02570s"	"m02570"	""	""	""	""	"53481583"	""	"CE5797"	""	"CE5797"	"MNXM64499"	""
"m02569s"	"m02569"	""	""	""	""	"53481582"	""	"CE5798"	""	"CE5798"	"MNXM64500"	""
"m01738p"	"m01738"	""	""	""	""	"162602"	""	"CE5276"	""	"CE5276"	"MNXM5727"	""
"m01138p"	"m01138"	""	""	""	""	""	""	"CE5025"	""	"CE5025"	"MNXM164351"	""
"m00788m"	"m00788"	"hLkynr"	"C03227"	"HMDB01152"	"CHEBI:17380"	"11811"	""	""	"HC01079"	"hLkynr"	"MNXM576"	""
"m03151m"	"m03151"	""	"C02470"	"HMDB00881"	"CHEBI:217069"	"5699"	""	""	"HC00945"	"C02470"	"MNXM5989"	""
"CE5837_c"	"CE5837"	"CE5837"	""	""	""	""	""	"CE5837"	""	"CE5837_c"	"MNXM166652"	""
"CE5838_c"	"CE5838"	"CE5838"	""	""	""	""	""	"CE5838"	""	"CE5838_c"	"MNXM166522"	""
"CE5839_c"	"CE5839"	"CE5839"	""	""	""	""	""	"CE5839"	""	"CE5839_c"	"MNXM166480"	""
"CE5840_c"	"CE5840"	"CE5840"	""	""	""	""	""	"CE5840"	""	"CE5840_c"	"MNXM165601"	""
"m00766r"	"m00766"	""	""	""	""	"9943542"	""	"CE1925"	""	"CE1925"	"MNXM163170"	""
"m01321r"	"m01321"	""	""	""	""	""	""	"CE5853"	""	"CE5853"	"MNXM15963"	""
"m01923r"	"m01923"	""	""	""	""	"133098"	""	"CE1926"	""	"CE1926"	"MNXM163392"	""
"m01924r"	"m01924"	""	""	""	""	""	""	"CE5854"	""	"CE5854"	"MNXM163393"	""
"m01675n"	"m01675"	"dsmsterol"	"C01802"	"HMDB02719"	"CHEBI:17737"	"439577"	"LMST01010016"	""	"HC00847"	"dsmsterol"	"MNXM162959;MNXM695"	""
"m01189n"	"m01189"	"ddsmsterol"	"C05107"	"HMDB03896"	"CHEBI:27910"	"440558"	"LMST01010121"	"CE2321"	"HC01373"	"ddsmsterol"	"MNXM162832;MNXM941"	""
"m00787m"	"m00787"	""	""	""	""	""	""	"CE2095"	""	"CE2095"	"MNXM163184"	""
"m01979m"	"m01979"	""	""	""	""	""	""	"CE3092"	""	"CE3092"	"MNXM165154"	""
"CE5829_c"	"CE5829"	"CE5829"	""	""	""	""	""	"CE5829"	""	"CE5829_c"	"MNXM166552"	""
"CE5865_c"	"CE5865"	"CE5865"	""	""	""	"40489070"	""	"CE5865"	""	"CE5865_c"	"MNXM127276"	""
"CE5866_c"	"CE5866"	"CE5866"	""	""	""	"6992388"	""	"CE5866"	""	"CE5866_c"	"MNXM15786"	""
"m02551s"	"m02551"	""	""	""	""	"14181658"	""	"CE5867"	""	"CE5867"	"MNXM163855"	""
"m02550s"	"m02550"	""	""	""	""	""	""	"CE5868"	""	"CE5868"	"MNXM42"	""
"m02429s"	"m02429"	""	""	""	""	""	""	"CE5869"	""	"CE5869"	"MNXM19120"	""
"CE5016_c"	"CE5016"	"CE5016"	""	""	""	""	""	"CE5016"	""	"CE5016_c"	"MNXM165531"	""
"C06948_c"	"C06948"	"C06948"	"C06948"	""	""	"3016"	""	""	""	"C06948_c"	"MNXM50391"	""
"C07486_c"	"C07486"	"C07486"	"C07486"	""	""	"2997"	""	""	""	"C07486_c"	"MNXM64920"	""
"m01831r"	"m01831"	"fald"	"C00067"	"HMDB01426"	"CHEBI:16842"	"712"	""	""	"HC00070"	"fald"	"MNXM56"	""
"C06948_r"	"C06948"	""	"C06948"	""	""	"3016"	""	""	""	"C06948_r"	""	""
"C07486_r"	"C07486"	""	"C07486"	""	""	"2997"	""	""	""	"C07486_r"	""	""
"C06453_c"	"C06453"	"C06453"	"C06453"	""	""	""	""	""	""	"C06453_c"	"MNXM90852"	""
"m02156s"	"m02156"	""	""	""	""	"24341"	""	"CE4633"	""	"CE4633"	"MNXM3035"	""
"m01442l"	"m01442"	"cl"	"C00698"	"HMDB00492"	"CHEBI:29311"	"24526"	""	""	"HC00113"	"cl"	"MNXM43"	""
"m02156l"	"m02156"	""	""	""	""	"24341"	""	"CE4633"	""	"CE4633"	"MNXM3035"	""
"m01442n"	"m01442"	"cl"	"C00698"	"HMDB00492"	"CHEBI:29311"	"24526"	""	""	"HC00113"	"cl"	"MNXM43"	""
"m02156n"	"m02156"	""	""	""	""	"24341"	""	"CE4633"	""	"CE4633"	"MNXM3035"	""
"m02591s"	"m02591"	""	""	""	""	"13932711"	""	"CE4881"	""	"CE4881"	"MNXM162976"	""
"m02588l"	"m02588"	""	"C00088"	"HMDB02786"	"CHEBI:16301"	"946"	""	""	""	"no2"	"MNXM107"	""
"m02591l"	"m02591"	""	""	""	""	"13932711"	""	"CE4881"	""	"CE4881"	"MNXM162976"	""
"m02588n"	"m02588"	""	"C00088"	"HMDB02786"	"CHEBI:16301"	"946"	""	""	""	"no2"	"MNXM107"	""
"m02591n"	"m02591"	""	""	""	""	"13932711"	""	"CE4881"	""	"CE4881"	"MNXM162976"	""
"m01292p"	"m01292"	""	""	""	""	"5898"	""	"CE5536"	""	"CE5536"	"MNXM40345"	""
"m01135p"	"m01135"	""	""	""	""	""	""	"CE5546"	""	"CE5546"	"MNXM164349"	""
"m02618p"	"m02618"	""	""	""	""	"10176277"	""	"CE5538"	""	"CE5538"	"MNXM64900"	""
"m01140p"	"m01140"	""	""	""	""	""	""	"CE5547"	""	"CE5547"	"MNXM164353"	""
"m02355p"	"m02355"	"L_dpchrm"	"C01693"	"HMDB01430"	"CHEBI:15772"	"439549"	""	""	""	"L_dpchrm"	"MNXM1564;MNXM162849"	""
"m01137p"	"m01137"	""	""	""	""	""	""	"CE5544"	""	"CE5544"	"MNXM164350"	""
"m01739p"	"m01739"	""	"C05578"	"HMDB04058"	"CHEBI:27404"	"114683"	""	"CE4888"	""	"CE4888"	"MNXM163363"	""
"m01136p"	"m01136"	""	""	""	""	""	""	"CE5545"	""	"CE5545"	"MNXM151428"	""
"m01973s"	"m01973"	"glcur"	"C00191"	"HMDB00127"	"CHEBI:42717"	"444791"	""	""	"HC00182"	"glcur"	"MNXM241"	""
"m01923s"	"m01923"	""	""	""	""	"133098"	""	"CE1926"	""	"CE1926"	"MNXM163392"	""
"m01924s"	"m01924"	""	""	""	""	""	""	"CE5854"	""	"CE5854"	"MNXM163393"	""
"m01923l"	"m01923"	""	""	""	""	"133098"	""	"CE1926"	""	"CE1926"	"MNXM163392"	""
"m01924l"	"m01924"	""	""	""	""	""	""	"CE5854"	""	"CE5854"	"MNXM163393"	""
"CE2615_c"	"CE2615"	""	""	""	""	""	""	"CE2615"	""	"CE2615_c"	""	""
"CE2616_c"	"CE2616"	""	""	""	""	""	""	"CE2616"	""	"CE2616_c"	""	""
"CE2615_r"	"CE2615"	"CE2615"	""	""	""	""	""	"CE2615"	""	"CE2615_r"	"MNXM164138"	""
"CE2616_r"	"CE2616"	"CE2616"	""	""	""	""	""	"CE2616"	""	"CE2616_r"	"MNXM165945"	""
"m00751c"	"m00751"	""	"C01301"	""	"CHEBI:48940"	""	""	"CE4872"	""	"CE4872"	"MNXM867"	""
"m01087c"	"m01087"	""	""	"HMDB02208"	""	"6453659"	"LMST04030177"	"CE1273"	""	"CE1273"	"MNXM163691"	""
"m00747c"	"m00747"	""	""	""	""	""	""	"CE1274"	""	"CE1274"	"MNXM151029"	""
"m03107s"	"m03107"	"udpgal"	"C00052"	"HMDB00302"	"CHEBI:67119"	"18068"	""	""	"HC00057"	"udpgal"	"MNXM89795"	""
"m01679s"	"m01679"	"galside_hs"	"C02686"	""	"CHEBI:12947"	""	""	""	""	"galside_hs"	"MNXM5165"	""
"m01430s"	"m01430"	"crm_hs"	"C00195"	""	"CHEBI:52639"	""	"LMSP02010000"	"CE0219"	"HC01990"	"crm_hs"	"MNXM2812"	""
"m03107n"	"m03107"	"udpgal"	"C00052"	"HMDB00302"	"CHEBI:67119"	"18068"	""	""	"HC00057"	"udpgal"	"MNXM89795"	""
"m01679n"	"m01679"	"galside_hs"	"C02686"	""	"CHEBI:12947"	""	""	""	""	"galside_hs"	"MNXM5165"	""
"m01430n"	"m01430"	"crm_hs"	"C00195"	""	"CHEBI:52639"	""	"LMSP02010000"	"CE0219"	"HC01990"	"crm_hs"	"MNXM2812"	""
"m02810g"	"m02810"	""	"C01747"	"HMDB00648"	"CHEBI:16874"	"22833541"	"LMSP07000001"	""	""	"C01747"	"MNXM163889;MNXM2719"	""
"m02809g"	"m02809"	""	"C02744"	""	"CHEBI:17507"	"5280538"	"LMSP08000002"	""	""	"C02744"	"MNXM7718"	""
"m02334g"	"m02334"	""	"C03405"	""	""	""	""	""	""	"C03405"	"MNXM59674"	""
"m03121n"	"m03121"	"urea"	"C00086"	"HMDB00294"	"CHEBI:16199"	"1176"	""	""	"HC00089"	"urea"	"MNXM117"	""
"m03120n"	"m03120"	"urate"	"C00366"	"HMDB00289"	"CHEBI:17775"	"1175"	""	""	"HC00310"	"urate"	"MNXM441"	""
"m01315n"	"m01315"	""	"C07599"	"HMDB02818"	"CHEBI:730073"	"5781"	""	"CE0074"	""	"CE0074"	"MNXM15828"	""
"m00177c"	"m00177"	""	""	""	""	"53481439"	""	"CE2592"	"HC12592"	"CE2592"	"MNXM31749"	""
"m00894c"	"m00894"	""	""	""	""	"440601"	""	"CE0853"	"HC10853"	"CE0853;HC10853"	"MNXM166250"	""
"m01574c"	"m01574"	""	""	""	""	""	""	"CE1102"	"HC11102"	"CE1102"	"MNXM167439"	""
"m00886c"	"m00886"	""	""	""	""	""	""	"CE0782"	"HC10782"	"CE0782;HC10782"	"MNXM166248"	""
"CE2597_c"	"CE2597"	"CE2597"	""	""	""	"53481515"	""	"CE2597"	""	"CE2597_c"	"MNXM166067"	""
"CE0692_c"	"CE0692"	"CE0692"	""	""	""	""	""	"CE0692"	""	"CE0692_c"	"MNXM166246"	""
"CE2597_m"	"CE2597"	""	""	""	""	"53481515"	""	"CE2597"	""	"CE2597_m"	""	""
"CE2597_p"	"CE2597"	""	""	""	""	"53481515"	""	"CE2597"	""	"CE2597_x"	""	""
"CE0692_p"	"CE0692"	""	""	""	""	""	""	"CE0692"	""	"CE0692_x"	""	""
"C03372_c"	"C03372"	""	"C03372"	""	"CHEBI:15835"	""	""	""	""	"C03372_c"	""	""
"m02675m"	"m02675"	"hdcea"	"C08362"	"HMDB03229"	"CHEBI:28716"	"445638"	"LMFA01030056"	""	"HC01981"	"hdcea"	"MNXM950"	""
"m02675p"	"m02675"	"hdcea"	"C08362"	"HMDB03229"	"CHEBI:28716"	"445638"	"LMFA01030056"	""	"HC01981"	"hdcea"	"MNXM950"	""
"CE2596_m"	"CE2596"	""	""	""	""	""	""	"CE2596"	""	"CE2596_m"	""	""
"CE2596_p"	"CE2596"	""	""	""	""	""	""	"CE2596"	""	"CE2596_x"	""	""
"m02736g"	"m02736"	"pail45p_hs"	"C04637"	""	"CHEBI:28910"	""	""	""	""	"pail45p_hs"	"MNXM2711"	""
"m02736r"	"m02736"	"pail45p_hs"	"C04637"	""	"CHEBI:28910"	""	""	""	""	"pail45p_hs"	"MNXM2711"	""
"m02735n"	"m02735"	"pail35p_hs"	"C11556"	""	"CHEBI:16851"	""	""	""	""	"pail35p_hs"	"MNXM7658"	""
"m00552g"	"m00552"	"pail3p_hs"	"C04549"	""	"CHEBI:17283"	""	""	""	""	"pail3p_hs"	"MNXM90514"	""
"C03968_c"	"C03968"	""	"C03968"	""	""	""	""	""	""	"C03968_c"	""	""
"CE5117_m"	"CE5117"	"CE5117"	""	""	""	"53481421"	""	"CE5117"	""	"CE5117_m"	""	""
"CE5118_m"	"CE5118"	"CE5118"	""	""	""	""	""	"CE5118"	""	"CE5118_m"	""	""
"CE5119_m"	"CE5119"	"CE5119"	""	""	""	""	""	"CE5119"	""	"CE5119_m"	""	""
"CE5120_m"	"CE5120"	"CE5120"	""	""	""	""	""	"CE5120"	""	"CE5120_m"	""	""
"CE4790_m"	"CE4790"	"CE4790"	""	""	""	"53481425"	""	"CE4790"	""	"CE4790_m"	""	""
"CE4792_m"	"CE4792"	"CE4792"	""	""	""	""	""	"CE4792"	""	"CE4792_m"	""	""
"CE4794_m"	"CE4794"	"CE4794"	""	""	""	""	""	"CE4794"	""	"CE4794_m"	""	""
"C01264_c"	"C01264"	""	"C01264"	""	""	""	""	""	""	"C01264_c"	""	""
"CE5122_p"	"CE5122"	""	"C02060"	""	"CHEBI:15538"	""	""	"CE5122"	""	"CE5122_x"	""	""
"CE5123_p"	"CE5123"	""	""	""	""	"441263"	""	"CE5123"	""	"CE5123_x"	""	""
"CE5122_c"	"CE5122"	"CE5122"	"C02060"	""	"CHEBI:15538"	""	""	"CE5122"	""	"CE5122_c"	"MNXM166069"	""
"m00075c"	"m00075"	""	""	""	"CHEBI:20067"	""	"LMFA07050065"	"CE5126"	""	"CE5126"	"MNXM108213;MNXM35866"	""
"m01736l"	"m01736"	"dopa"	"C03758"	"HMDB00073"	"CHEBI:18243"	"681"	""	""	"HC01175"	"dopa"	"MNXM205"	""
"m01738l"	"m01738"	""	""	""	""	"162602"	""	"CE5276"	""	"CE5276"	"MNXM5727"	""
"m01736p"	"m01736"	"dopa"	"C03758"	"HMDB00073"	"CHEBI:18243"	"681"	""	""	"HC01175"	"dopa"	"MNXM205"	""
"m00859r"	"m00859"	""	""	""	""	""	""	"CE4793"	""	"CE4793"	"MNXM166236"	""
"m03029r"	"m03029"	""	""	""	""	""	""	"CE5114"	""	"CE5114"	"MNXM165187"	""
"m01769r"	"m01769"	""	""	""	""	""	""	"CE4812"	""	"CE4812"	"MNXM164756"	""
"m00811r"	"m00811"	""	""	""	""	""	""	"CE4811"	""	"CE4811"	"MNXM164249"	""
"m01069m"	"m01069"	"5adtststerone"	"C03917"	"HMDB02961"	"CHEBI:16330"	"10635"	"LMST02020042"	""	""	"5adtststerone"	"MNXM162520;MNXM623"	""
"m01336m"	"m01336"	""	"C04295"	"HMDB03818"	"CHEBI:2710"	"10634"	"LMST02020005"	""	""	"C04295"	"MNXM2973"	""
"m00708r"	"m00708"	""	""	""	""	""	""	"CE4810"	""	"CE4810"	"MNXM7114"	""
"m00679r"	"m00679"	""	""	""	""	""	""	"CE4821"	""	"CE4821"	"MNXM164160"	""
"m00863r"	"m00863"	""	""	""	""	""	""	"CE4819"	""	"CE4819"	"MNXM164262"	""
"m00713r"	"m00713"	""	""	""	""	""	""	"CE4817"	""	"CE4817"	"MNXM164187"	""
"m00680r"	"m00680"	""	""	""	""	""	""	"CE4816"	""	"CE4816"	"MNXM164161"	""
"CE4824_r"	"CE4824"	""	"C16167"	""	"CHEBI:63543"	""	""	"CE4824"	""	"CE4824_r"	""	""
"m00853r"	"m00853"	""	""	""	""	""	""	"CE4820"	""	"CE4820"	"MNXM164259"	""
"m00718r"	"m00718"	""	""	""	""	""	""	"CE4818"	""	"CE4818"	"MNXM164189"	""
"m01450n"	"m01450"	"chsterol"	"C00187"	"HMDB00067"	"CHEBI:1307929"	"11025495"	"LMST01010001"	""	"HC00178"	"chsterol"	"MNXM103"	""
"CE2313_c"	"CE2313"	"CE2313"	""	""	""	""	""	"CE2313"	""	"CE2313_c"	"MNXM166287"	""
"CE2313_r"	"CE2313"	"CE2313"	""	""	""	""	""	"CE2313"	""	"CE2313_r"	"MNXM166287"	""
"m00943r"	"m00943"	""	"C15915"	"HMDB06840"	""	"23724604"	"LMST01010225"	"CE2314"	""	"CE2314"	"MNXM5534"	""
"CE6027_c"	"CE6027"	"CE6027"	""	""	""	""	""	"CE6027"	""	"CE6027_c"	"MNXM164173"	""
"CE6027_m"	"CE6027"	"CE6027"	""	""	""	""	""	"CE6027"	""	"CE6027_m"	"MNXM164173"	""
"CE4837_c"	"CE4837"	"CE4837"	"C16171"	"HMDB06516"	"CHEBI:63548"	"53477846"	""	"CE4837"	""	"CE4837_c"	"MNXM165171"	""
"m00681r"	"m00681"	""	""	""	""	""	""	"CE4830"	""	"CE4830"	"MNXM145987;MNXM163157"	""
"CE4837_r"	"CE4837"	"CE4837"	"C16171"	"HMDB06516"	"CHEBI:63548"	"53477846"	""	"CE4837"	""	"CE4837_r"	"MNXM165171"	""
"m00864r"	"m00864"	""	""	""	""	""	""	"CE4833"	""	"CE4833"	"MNXM164263"	""
"m00714r"	"m00714"	""	""	""	""	""	""	"CE4831"	""	"CE4831"	"MNXM164188"	""
"m00074r"	"m00074"	""	""	""	""	""	""	"CE4835"	""	"CE4835"	"MNXM145822"	""
"m00903r"	"m00903"	""	""	""	""	""	""	"CE4834"	""	"CE4834"	"MNXM164266"	""
"m00716r"	"m00716"	""	""	""	""	""	""	"CE4849"	""	"CE4849"	"MNXM150760"	""
"m00870r"	"m00870"	""	""	""	""	""	""	"CE4841"	""	"CE4841"	"MNXM164268"	""
"m00087r"	"m00087"	""	""	""	""	""	""	"CE4840"	""	"CE4840"	"MNXM163965"	""
"m03007r"	"m03007"	""	""	""	""	""	""	"CE4842"	""	"CE4842"	"MNXM165186"	""
"m00865r"	"m00865"	""	""	""	""	""	""	"CE4845"	""	"CE4845"	"MNXM164264"	""
"m00698r"	"m00698"	""	""	""	""	""	""	"CE4844"	""	"CE4844"	"MNXM150755"	""
"m03004r"	"m03004"	""	""	""	""	""	""	"CE4846"	""	"CE4846"	"MNXM161733"	""
"m03002r"	"m03002"	""	""	""	""	""	""	"CE4852"	""	"CE4852"	"MNXM161731"	""
"m00861r"	"m00861"	""	""	""	""	""	""	"CE4850"	""	"CE4850"	"MNXM164261"	""
"m00711r"	"m00711"	""	""	""	""	""	""	"CE4848"	""	"CE4848"	"MNXM150759"	""
"m03003r"	"m03003"	""	""	""	""	""	""	"CE4853"	""	"CE4853"	"MNXM161732"	""
"m00901r"	"m00901"	""	""	""	""	""	""	"CE4851"	""	"CE4851"	"MNXM164265"	""
"CE5049_c"	"CE5049"	"CE5049"	""	""	""	""	""	"CE5049"	""	"CE5049_c"	""	""
"m01071l"	"m01071"	"5adtststerones"	""	"HMDB06278"	""	"18665256"	"LMST05020023"	""	""	"5adtststerones"	"MNXM10347"	""
"m01069l"	"m01069"	"5adtststerone"	"C03917"	"HMDB02961"	"CHEBI:16330"	"10635"	"LMST02020042"	""	""	"5adtststerone"	"MNXM162520;MNXM623"	""
"m01071r"	"m01071"	"5adtststerones"	""	"HMDB06278"	""	"18665256"	"LMST05020023"	""	""	"5adtststerones"	"MNXM10347"	""
"m01338l"	"m01338"	"andrstrn"	"C00523"	"HMDB00031"	"CHEBI:16032"	"12306765"	"LMST02020001"	""	""	"andrstrn"	"MNXM162746;MNXM995"	""
"m01337l"	"m01337"	""	""	""	""	"159663"	""	"CE6031"	""	"CE6031"	"MNXM42074"	""
"m01337r"	"m01337"	""	""	""	""	"159663"	""	"CE6031"	""	"CE6031"	"MNXM42074"	""
"m00840r"	"m00840"	""	""	""	""	""	""	"CE5144"	""	"CE5144"	"MNXM163188"	""
"m00842r"	"m00842"	""	""	""	""	""	""	"CE5152"	""	"CE5152"	"MNXM163189"	""
"m00856r"	"m00856"	""	""	""	""	""	""	"CE5156"	""	"CE5156"	"MNXM163190"	""
"m00700r"	"m00700"	""	""	""	""	""	""	"CE5148"	""	"CE5148"	"MNXM163172"	""
"m03012r"	"m03012"	""	""	""	""	""	""	"CE5150"	""	"CE5150"	"MNXM163588"	""
"m00701r"	"m00701"	""	""	""	""	""	""	"CE5153"	""	"CE5153"	"MNXM163173"	""
"m03013r"	"m03013"	""	""	""	""	""	""	"CE5154"	""	"CE5154"	"MNXM163589"	""
"m02138g"	"m02138"	""	"C06199"	"HMDB04366"	"CHEBI:5764"	"68313"	""	""	""	"C06199"	"MNXM11832"	""
"m02499g"	"m02499"	""	""	""	""	""	""	"CE6316"	""	"CE6316"	"MNXM163443"	""
"m02138l"	"m02138"	""	"C06199"	"HMDB04366"	"CHEBI:5764"	"68313"	""	""	""	"C06199"	"MNXM11832"	""
"m02499l"	"m02499"	""	""	""	""	""	""	"CE6316"	""	"CE6316"	"MNXM163443"	""
"m00709r"	"m00709"	""	""	""	""	""	""	"CE5157"	""	"CE5157"	"MNXM163174"	""
"m03015r"	"m03015"	""	""	""	""	""	""	"CE5158"	""	"CE5158"	"MNXM163590"	""
"CE5160_c"	"CE5160"	"CE5160"	""	""	""	""	""	"CE5160"	""	"CE5160_c"	"MNXM163191"	""
"CE5160_r"	"CE5160"	"CE5160"	""	""	""	""	""	"CE5160"	""	"CE5160_r"	"MNXM163191"	""
"CE5161_c"	"CE5161"	"CE5161"	""	""	""	""	""	"CE5161"	""	"CE5161_c"	"MNXM163175"	""
"CE5161_r"	"CE5161"	"CE5161"	""	""	""	""	""	"CE5161"	""	"CE5161_r"	"MNXM163175"	""
"CE5162_c"	"CE5162"	"CE5162"	""	""	""	""	""	"CE5162"	""	"CE5162_c"	"MNXM163591"	""
"CE5162_r"	"CE5162"	"CE5162"	""	""	""	""	""	"CE5162"	""	"CE5162_r"	"MNXM163591"	""
"CE5168_m"	"CE5168"	""	""	""	""	""	""	"CE5168"	""	"CE5168_m"	""	""
"CE5168_p"	"CE5168"	""	""	""	""	""	""	"CE5168"	""	"CE5168_x"	""	""
"CE5168_c"	"CE5168"	"CE5168"	""	""	""	""	""	"CE5168"	""	"CE5168_c"	"MNXM166027"	""
"CE5169_c"	"CE5169"	""	"C05467"	"HMDB06891"	"CHEBI:27379"	"440690"	""	"CE5169"	""	"CE5169_c"	""	""
"CE5169_m"	"CE5169"	""	"C05467"	"HMDB06891"	"CHEBI:27379"	"440690"	""	"CE5169"	""	"CE5169_m"	""	""
"CE5169_p"	"CE5169"	""	"C05467"	"HMDB06891"	"CHEBI:27379"	"440690"	""	"CE5169"	""	"CE5169_x"	""	""
"m01428s"	"m01428"	"cdpea"	"C00570"	"HMDB01564"	"CHEBI:16732"	"123727"	""	""	"HC00433"	"cdpea"	"MNXM449"	""
"12dgr120_s"	"12dgr120"	"12dgr120"	""	""	""	""	""	""	""	"12dgr120_e"	"MNXM4939"	""
"m02171g"	"m02171"	"inost"	"C00137"	"HMDB00211"	"CHEBI:17268"	"892"	""	""	"HC00135"	"inost"	"MNXM127"	""
"m00279r"	"m00279"	""	"C14770"	"HMDB04673"	""	"5353269"	"LMFA03080004"	""	""	"C14770"	"MNXM6048"	""
"m02896g"	"m02896"	"ser__L"	"C00065"	"HMDB00187"	"CHEBI:17115"	"5951"	""	""	"HC00068"	"ser_L"	"MNXM53"	""
"m02896r"	"m02896"	"ser__L"	"C00065"	"HMDB00187"	"CHEBI:17115"	"5951"	""	""	"HC00068"	"ser_L"	"MNXM53"	""
"m00740c"	"m00740"	""	""	""	""	""	""	"CE5345"	""	"CE5345"	"MNXM162898"	""
"m00689c"	"m00689"	""	""	""	""	""	""	"CE5344"	""	"CE5344"	"MNXM162895"	""
"m00836c"	"m00836"	""	""	""	""	""	""	"CE5346"	""	"CE5346"	"MNXM162902"	""
"m00690c"	"m00690"	""	""	""	""	""	""	"CE5329"	""	"CE5329"	"MNXM162896"	""
"m00741c"	"m00741"	""	""	""	""	""	""	"CE5331"	""	"CE5331"	"MNXM162899"	""
"m00838c"	"m00838"	""	""	""	""	""	""	"CE5337"	""	"CE5337"	"MNXM162903"	""
"m00751r"	"m00751"	""	"C01301"	""	"CHEBI:48940"	""	""	"CE4872"	""	"CE4872"	"MNXM867"	""
"m00766s"	"m00766"	""	""	""	""	"9943542"	""	"CE1925"	""	"CE1925"	"MNXM163170"	""
"m01321s"	"m01321"	""	""	""	""	""	""	"CE5853"	""	"CE5853"	"MNXM15963"	""
"m00766l"	"m00766"	""	""	""	""	"9943542"	""	"CE1925"	""	"CE1925"	"MNXM163170"	""
"m01321l"	"m01321"	""	""	""	""	""	""	"CE5853"	""	"CE5853"	"MNXM15963"	""
"m02796m"	"m02796"	""	"C05957"	"HMDB02710"	"CHEBI:27485"	"5280884"	"LMFA03010019"	""	""	"C05957"	"MNXM7704"	""
"m01662m"	"m01662"	""	""	""	""	"114678"	""	"CE4876"	""	"CE4876"	"MNXM6638"	""
"m00252r"	"m00252"	""	""	""	""	""	""	"CE4988"	""	"CE4988"	"MNXM162617"	""
"m00688c"	"m00688"	""	""	""	""	""	""	"CE5967"	""	"CE5967"	"MNXM162894"	""
"m00687c"	"m00687"	""	""	""	""	""	""	"CE5968"	""	"CE5968"	"MNXM161244"	""
"m00846c"	"m00846"	""	""	""	""	""	""	"CE5966"	""	"CE5966"	"MNXM91381"	""
"m00691c"	"m00691"	""	""	""	""	""	""	"CE5971"	""	"CE5971"	"MNXM162897"	""
"m01123m"	"m01123"	""	""	""	""	""	""	"CE2084"	""	"CE7097"	"MNXM162741"	""
"m01123p"	"m01123"	""	""	""	""	""	""	"CE2084"	""	"CE7097"	"MNXM162741"	""
"m00590r"	"m00590"	""	""	""	""	""	""	"CE5815"	""	"CE5815"	"MNXM164163"	""
"m01040n"	"m01040"	""	"C04805"	"HMDB11134"	"CHEBI:28209"	"5280733"	"LMFA03060002"	""	""	"C04805"	"MNXM38414"	""
"m01050n"	"m01050"	""	""	""	""	"5283158"	"LMFA03060010"	"CE7096"	""	"CE7096"	"MNXM164329"	""
"m01126m"	"m01126"	""	""	""	""	"1831"	"LMFA03060011"	"CE2084"	""	"CE2084"	"MNXM94297"	""
"m01040p"	"m01040"	""	"C04805"	"HMDB11134"	"CHEBI:28209"	"5280733"	"LMFA03060002"	""	""	"C04805"	"MNXM38414"	""
"m01126p"	"m01126"	""	""	""	""	"1831"	"LMFA03060011"	"CE2084"	""	"CE2084"	"MNXM94297"	""
"m01056n"	"m01056"	""	""	""	""	""	""	"CE7110"	""	"CE7110"	"MNXM163684"	""
"m00028n"	"m00028"	""	""	""	"CHEBI:81563"	"16061126"	""	"CE7090"	""	"CE7090"	"MNXM33782"	""
"m02364n"	"m02364"	"leuktrB4"	"C02165"	"HMDB01085"	"CHEBI:15647"	"5280492"	"LMFA03020001"	""	"HC02182"	"leuktrB4"	"MNXM162284;MNXM637"	""
"m00307n"	"m00307"	""	""	""	""	"5312983"	"LMFA03060064"	"CE0347"	""	"CE0347"	"MNXM13980;MNXM162888"	""
"m01047r"	"m01047"	""	""	""	""	"1589"	""	"CE6247"	""	"CE6247"	"MNXM164328"	""
"C08276_c"	"C08276"	"C08276"	"C08276"	"HMDB01527"	"CHEBI:1438"	"563"	""	""	""	"C08276_c"	"MNXM2782"	""
"ch4s_c"	"ch4s"	"ch4s"	""	""	""	"878"	""	""	""	"ch4s_c"	"MNXM652"	""
"acryl_c"	"acryl"	"acryl"	""	""	""	"6581"	""	""	""	"acryl_c"	"MNXM1368"	""
"m00309m"	"m00309"	"12HPET"	"C05965"	"HMDB04243"	"CHEBI:15626"	"5280892"	"LMFA03060013"	""	""	"12HPET"	"MNXM13989;MNXM2765"	""
"m02096m"	"m02096"	""	"C04849"	""	"CHEBI:15631"	"21158465"	"LMFA03080012"	""	""	"C04849"	"MNXM4921"	""
"m00309n"	"m00309"	"12HPET"	"C05965"	"HMDB04243"	"CHEBI:15626"	"5280892"	"LMFA03060013"	""	""	"12HPET"	"MNXM13989;MNXM2765"	""
"m02096n"	"m02096"	""	"C04849"	""	"CHEBI:15631"	"21158465"	"LMFA03080012"	""	""	"C04849"	"MNXM4921"	""
"m02097m"	"m02097"	""	""	""	""	""	"LMFA03090008"	"CE6250"	""	"CE6250"	"MNXM163405"	""
"m01234m"	"m01234"	""	""	""	""	""	""	"CE6240"	""	"CE6240"	"MNXM151627"	""
"m02859m"	"m02859"	""	""	""	""	"53481597"	""	"CE6241"	""	"CE6241"	"MNXM81238"	""
